tipo,artista,artista_id,genero,nombre,año,popularidad_artista
album,Sabaton,3o2dn2O0FCVsWDFSh8qxgG,metal,The Great War (The Soundtrack To The Great War),2019,72
album,Sabaton,3o2dn2O0FCVsWDFSh8qxgG,metal,The Great War (History Version),2019,72
album,Sabaton,3o2dn2O0FCVsWDFSh8qxgG,metal,The Great War,2019,72
album,Korn,3RNrq3jvMZxD9ZyoOZbQOD,metal,The Nothing,2019,76
album,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,metal,When The Walls Came Tumbling Down – Live In Oxford,2019,70
album,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,metal,Too Many Jitterbugs - B-Sides and Rarities,2019,70
album,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,metal,Raw - Early BBC Recordings,2019,70
album,Papa Roach,4RddZ3iHvSpGV4dvATac9X,metal,Who Do You Trust? (Deluxe Version),2019,72
album,Sleep Token,2n2RSaZqBuUUukhbLlpnE6,metal,Sundowning,2019,79
album,Slipknot,05fG473iIaoy82BF1aGhL8,metal,We Are Not Your Kind,2019,79
album,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,metal,Music to listen to~dance to~blaze to~pray to~feed to~sleep to~talk to~grind to~trip to~breathe to~help to~hurt to~scroll to~roll to~love to~hate to~learn Too~plot to~play to~be to~feel to~breed to~sweat to~dream to~hide to~live to~die to~GO TO,2019,77
album,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,metal,amo,2019,77
album,Rammstein,6wWVKhxIU2cEi0K81v7HvP,metal,Rammstein,2019,78
album,Metallica,2ye2Wgw4gimLv2eAKyk1NB,metal,Helping Hands…Live & Acoustic At The Masonic,2019,82
album,Bon Jovi,58lV9VcRSjABbAbfWS6skp,metal,The Rarities Collection,2019,78
album,Dream Theater,2aaLAng2L2aWD2FClzwiep,metal,Lost Not Forgotten Archives: Live in Berlin (2019),2019,61
album,Dream Theater,2aaLAng2L2aWD2FClzwiep,metal,Distance Over Time (Bonus track version),2019,61
album,Battle Beast,7k5jeohQCF20a8foBD9ize,metal,No More Hollywood Endings,2019,57
album,Manowar,4CzUzn54Cp9TQr6a7JIlMZ,metal,Into Glory Ride (MMXIX Imperial Edition),2019,55
album,Manowar,4CzUzn54Cp9TQr6a7JIlMZ,metal,Hail to England (MMXIX Imperial Edition),2019,55
album,Killswitch Engage,37394IP6uhnjIpsawpMu4l,metal,Atonement,2019,63
album,In Flames,57ylwQTnFnIhJh4nu4rxCs,metal,"I, the Mask",2019,61
album,Lil Darkie,62F9BiUmjqeXbBztCwiX1U,metal,SWAMP DRAINED,2019,67
album,Lil Darkie,62F9BiUmjqeXbBztCwiX1U,metal,SUPER DARK VR,2019,67
album,Lil Darkie,62F9BiUmjqeXbBztCwiX1U,metal,LIL DARKIE CLASSICS 2,2019,67
album,Lil Darkie,62F9BiUmjqeXbBztCwiX1U,metal,LIL DARKIE CLASSICS,2019,67
album,Beast In Black,0rEuaTPLMhlViNCJrg3NEH,metal,From Hell With Love,2019,59
album,Ice Nine Kills,52qKfVcIV4GS8A8Vay2xtt,metal,The Silver Scream (FINAL CUT),2019,67
album,Alter Bridge,4DWX7u8BV0vZIQSpJQQDWU,metal,Walk The Sky,2019,61
album,I Prevail,3Uobr6LgQpBbk6k4QGAb3V,metal,TRAUMA,2019,68
album,Black Label Society,0zfT626RwO6zN3RDYeRit5,metal,pride & glory (Deluxe Edition),2019,63
album,Black Label Society,0zfT626RwO6zN3RDYeRit5,metal,Sonic Brew (20th Anniversary Blend 5.99 - 5.19),2019,63
album,Stone Sour,49qiE8dj4JuNdpYGRPdKbF,metal,"Hello, You Bastards: Live in Reno",2019,64
album,Skid Row,4opTS86dN9uO313J9CE8xg,metal,Skid Row (30th Anniversary Deluxe Edition),2019,62
album,STARSET,0kD8IT1CzF7js2XKM9lLLa,metal,DIVISIONS,2019,64
album,Dayseeker,5FjQVp1Lb0kltmwIuu5kfj,metal,Sleeptalk (Deluxe),2019,68
album,Dayseeker,5FjQVp1Lb0kltmwIuu5kfj,metal,Sleeptalk,2019,68
album,Slayer,1IQ2e1buppatiN1bxUVkrk,metal,"The Repentless Killogy (Live at the Forum in Inglewood, CA)",2019,64
album,Slayer,1IQ2e1buppatiN1bxUVkrk,metal,Praying To Satan,2019,64
album,Bad Wolves,0eI3X5rAzHRZVe5FPk4MN1,metal,N.A.T.I.O.N.,2019,63
album,Nightwish,2NPduAUeLVsfIauhRwuft1,metal,Decades: Live in Buenos Aires,2019,65
album,Within Temptation,3hE8S8ohRErocpkY7uJW4a,metal,Resist (Extended Deluxe),2019,61
album,WWE,0spHbv2fw49lDMkbOAdaqX,metal,WWE: Uncaged X,2019,64
album,WWE,0spHbv2fw49lDMkbOAdaqX,metal,WWE: Uncaged IX,2019,64
album,WWE,0spHbv2fw49lDMkbOAdaqX,metal,WWE: Uncaged VIII,2019,64
album,WWE,0spHbv2fw49lDMkbOAdaqX,metal,WWE: Uncaged VII,2019,64
album,Arch Enemy,0DCw6lHkzh9t7f8Hb4Z0Sx,metal,Covered In Blood,2019,57
album,Opeth,0ybFZ2Ab08V8hueghSXm6E,metal,In Cauda Venenum (Swedish Version),2019,58
album,Opeth,0ybFZ2Ab08V8hueghSXm6E,metal,In Cauda Venenum,2019,58
album,Eluveitie,5X0N2k3qMnI8kSrGJT3kfT,metal,Live at Masters of Rock 2019,2019,54
album,Eluveitie,5X0N2k3qMnI8kSrGJT3kfT,metal,Ategnatos,2019,54
album,Slaughter to Prevail,24Oiw7BlvO1BETecDLJt6m,metal,Kostolom,2019,60
album,Avantasia,1Ih0fEQQsy9EeAJbYEeQRa,metal,Moonglow,2019,52
album,ZillaKami,4G1zP5i0r57g1c1CxrPhfM,metal,CITY MORGUE VOL 2: AS GOOD AS DEAD,2019,62
album,Celtian,0VpsiJTEi0fQsp0SEekO2K,metal,En Tierra de Hadas,2019,43
album,Blind Guardian,7jxJ25p0pPjk0MStloN6o6,metal,Legacy of the Dark Lands (No Interlude Version),2019,52
album,Asking Alexandria,1caBfBEapzw8z2Qz9q0OaQ,metal,LP5 DLX,2019,63
album,Ramirez,3H6CaRooDAoCeRCpYwOXj2,metal,Son Of Serpentine,2019,64
album,Avatar,4jpaXieuls7LVzG1uma5Rs,metal,The King Live in Paris,2019,58
album,HammerFall,2o18h28enlHxj887tATc58,metal,Dominion,2019,54
album,Amon Amarth,3pulcT2wt7FEG10lQlqDJL,metal,Berserker,2019,57
album,Sugar Ray,4uN3DsfENc7dp0OLO0FEIb,metal,Little Yachty,2019,61
album,Our Last Night,00YTqRClk82aMchQQpYMd5,metal,Overcome The Darkness,2019,61
album,Our Last Night,00YTqRClk82aMchQQpYMd5,metal,Let Light Overcome,2019,61
album,DragonForce,2pH3wEn4eYlMMIIQyKPbVR,metal,Extreme Power Metal,2019,57
album,The Darkness,5r1bdqzhgRoHC3YcCV6N5a,metal,Easter is Cancelled (Deluxe),2019,57
album,Of Mice & Men,4tususHNaR68xdgLstlGBA,metal,EARTHANDSKY,2019,58
album,Kreator,3BM0EaYmkKWuPmmHFUTQHv,metal,Live at Dynamo 1998,2019,52
album,As I Lay Dying,2vd2HnNh4pdYa9gDVHFjEu,metal,Shaped By Fire,2019,56
album,LANDMVRKS,6G43CiunIxMwb2tQ12vNP6,metal,"Live at Espace Julien, Marseille",2019,57
album,Sonata Arctica,5YeoQ1L71cXDMpSpqxOjfH,metal,Talviyö,2019,51
album,Scarlxrd,6rYogEVj60BCIsLukpAnwr,metal,Acquired Taste: Vxl. 1,2019,56
album,Scarlxrd,6rYogEVj60BCIsLukpAnwr,metal,IMMXRTALISATIXN,2019,56
album,Scarlxrd,6rYogEVj60BCIsLukpAnwr,metal,INFINITY,2019,56
album,Lindemann,65A714FqhSPjoFZeffQbTv,metal,F & M (Deluxe),2019,55
album,Wind Rose,67ps5pbKVO7V9Fcb4lTIXz,metal,Wintersaga,2019,53
album,Savage Ga$p,0x7qiZJaal6j8qS7yCydFk,metal,i guess i'm over it,2019,58
album,KMFDM,3V4IvzRQYP5mzuVtkcHgVa,metal,PARADISE,2019,59
album,Children Of Bodom,1xUhNgw4eJDZfvumIpcz1B,metal,Hexed (Deluxe Version),2019,55
album,Imminence,7rqJQQxuUOCk052MK5kLsH,metal,Turn the Light On,2019,56
album,Lacuna Coil,4OAddazJM576euUnFSvXSL,metal,Black Anima (Bonus Tracks Version),2019,53
album,Germ,4OYIkXBBN6ET96coWyWAXh,metal,GERM HAS A DEATHWISH,2019,62
album,HAARPER,3v0QTRruILayLe5VsaYdvk,metal,Evol,2019,60
album,HAARPER,3v0QTRruILayLe5VsaYdvk,metal,Naga,2019,60
album,HAARPER,3v0QTRruILayLe5VsaYdvk,metal,Emeralds,2019,60
album,The Devil Wears Prada,0NbQe5CNgh4YApOCDuHSjb,metal,The Act,2019,59
album,Quiet Riot,1dLWg6m8RRhizsdqJbhyj3,metal,Hollywood Cowboys,2019,56
album,Quiet Riot,1dLWg6m8RRhizsdqJbhyj3,metal,One Night in Milan,2019,56
album,Salduie,5bdznkD4EBn0jQk2PYlmSM,metal,Viros Veramos,2019,38
album,Breaking Benjamin,5BtHciL0e0zOP7prIHn3pP,metal,Aurora,2020,71
album,Saurom,4B2Iosqk1yAbGbx08My1fM,metal,Música (Instrumental),2020,51
album,Saurom,4B2Iosqk1yAbGbx08My1fM,metal,Música,2020,51
album,Parkway Drive,159qqlGwzE04xyqpfAwRLo,metal,Viva The Underdogs,2020,63
album,Five Finger Death Punch,5t28BP42x2axFnqOOMg3CM,metal,A Decade of Destruction Vol. 2,2020,72
album,Five Finger Death Punch,5t28BP42x2axFnqOOMg3CM,metal,F8,2020,72
album,Pantera,14pVkFUHDL207LzLHtSA18,metal,Reinventing the Steel (20th Anniversary Edition),2020,71
album,Whitesnake,3UbyYnvNIT5DFXU4WgiGpP,metal,Love Songs (2020 Remix),2020,65
album,Whitesnake,3UbyYnvNIT5DFXU4WgiGpP,metal,The ROCK Album (2020 Remix),2020,65
album,Bad Omens,3Ri4H12KFyu98LMjSoij5V,metal,Finding God Before God Finds Me (Deluxe),2020,75
album,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,metal,Live in the LBC,2020,76
album,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,metal,Diamonds in the Rough,2020,76
album,Marilyn Manson,2VYQTNDsvvKN9wmU5W7xpj,metal,WE ARE CHAOS,2020,71
album,Nine Inch Nails,0X380XXQSNBYuleKzav5UO,metal,Ghosts VI: Locusts,2020,71
album,Nine Inch Nails,0X380XXQSNBYuleKzav5UO,metal,Ghosts V: Together,2020,71
album,Rage Against The Machine,2d0hyoQ5ynDBnkvAbJKORj,metal,The Battle Of Mexico City (Live),2020,70
album,Iron Maiden,6mdiAmATAx73kdxrNrnlao,metal,"Nights of the Dead, Legacy of the Beast: Live in Mexico City",2020,72
album,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,metal,Hysteria At The O2 (Live),2020,70
album,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,metal,Hits Vegas (Live),2020,70
album,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,metal,The Early Years,2020,70
album,Papa Roach,4RddZ3iHvSpGV4dvATac9X,metal,20/20,2020,72
album,Sleep Token,2n2RSaZqBuUUukhbLlpnE6,metal,Sundowning (Deluxe),2020,79
album,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,metal,Hybrid Theory (20th Anniversary Edition),2020,89
album,Deftones,6Ghvu1VvMGScGpOUJBAHNH,metal,White Pony (20th Anniversary Deluxe Edition),2020,81
album,Deftones,6Ghvu1VvMGScGpOUJBAHNH,metal,Ohms,2020,81
album,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,metal,POST HUMAN: SURVIVAL HORROR,2020,77
album,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,metal,Live at the Royal Albert Hall,2020,77
album,Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY,metal,Blizzard Of Ozz (40th Anniversary Expanded Edition),2020,75
album,Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY,metal,Ordinary Man,2020,75
album,Rammstein,6wWVKhxIU2cEi0K81v7HvP,metal,Remixes,2020,78
album,Metallica,2ye2Wgw4gimLv2eAKyk1NB,metal,S&M2,2020,82
album,Bon Jovi,58lV9VcRSjABbAbfWS6skp,metal,2020 (Deluxe),2020,78
album,Bon Jovi,58lV9VcRSjABbAbfWS6skp,metal,2020,2020,78
album,Lamb of God,3JFsVIxOn7STeilPICkkB2,metal,Lamb of God,2020,62
album,Dream Theater,2aaLAng2L2aWD2FClzwiep,metal,Distant Memories - Live in London (Bonus Track Edition),2020,61
album,Apocalyptica,4Lm0pUvmisUHMdoky5ch2I,metal,Cell-0,2020,61
album,Sepultura,6JW8wliOEwaDZ231ZY7cf4,metal,Quadra,2020,60
album,Manowar,4CzUzn54Cp9TQr6a7JIlMZ,metal,"Black Wind, Fire and Steel: The Atlantic Albums 1987-1992",2020,55
album,Ghostemane,3uL4UpqShC4p2x1dJutoRW,metal,ANTI-ICON,2020,65
album,In Flames,57ylwQTnFnIhJh4nu4rxCs,metal,Clayman (20th Anniversary Edition),2020,61
album,In Flames,57ylwQTnFnIhJh4nu4rxCs,metal,"I, The Mask (Arcade Version)",2020,61
album,Lil Darkie,62F9BiUmjqeXbBztCwiX1U,metal,SWAMP,2020,67
album,Lil Darkie,62F9BiUmjqeXbBztCwiX1U,metal,YIN,2020,67
album,Lil Darkie,62F9BiUmjqeXbBztCwiX1U,metal,THIS DOES NOT EXIST,2020,67
album,Ice Nine Kills,52qKfVcIV4GS8A8Vay2xtt,metal,I Heard They KILL Live,2020,67
album,Alter Bridge,4DWX7u8BV0vZIQSpJQQDWU,metal,Walk the Sky 2.0 (Deluxe),2020,61
album,I Prevail,3Uobr6LgQpBbk6k4QGAb3V,metal,POST TRAUMATIC (Live / Deluxe),2020,68
album,Powerwolf,5HFkc3t0HYETL4JeEbDB1v,metal,Best of the Blessed (Deluxe Version),2020,61
album,Trivium,278ZYwGhdK6QTzE3MFePnP,metal,What The Dead Men Say,2020,62
album,Hollywood Undead,0CEFCo8288kQU7mJi25s6E,metal,"New Empire, Vol. 2",2020,66
album,Hollywood Undead,0CEFCo8288kQU7mJi25s6E,metal,"New Empire, Vol. 1",2020,66
album,Seether,6B5c4sch27tWHAGdarpPaW,metal,"Si Vis Pacem, Para Bellum",2020,70
album,Nightwish,2NPduAUeLVsfIauhRwuft1,metal,HUMAN. :II: NATURE.,2020,65
album,WWE,0spHbv2fw49lDMkbOAdaqX,metal,WWE: Uncaged XIV,2020,64
album,WWE,0spHbv2fw49lDMkbOAdaqX,metal,WWE: Uncaged XIII,2020,64
album,WWE,0spHbv2fw49lDMkbOAdaqX,metal,WWE: Uncaged XII,2020,64
album,WWE,0spHbv2fw49lDMkbOAdaqX,metal,WWE: Uncaged XI,2020,64
album,Peyton Parrish,62uiaKAdkbY94iXJnXyKzc,metal,Cowboy Man,2020,60
album,Currents,5pqvAI85RMxL9K0xHvSwGu,metal,The Way It Ends (Instrumental),2020,61
album,Currents,5pqvAI85RMxL9K0xHvSwGu,metal,The Way It Ends,2020,61
album,ZillaKami,4G1zP5i0r57g1c1CxrPhfM,metal,TOXIC BOOGALOO,2020,62
album,ZillaKami,4G1zP5i0r57g1c1CxrPhfM,metal,CITY MORGUE VOL 2: AS GOOD AS DEAD (DELUXE),2020,62
album,Brothers of Metal,0WPCPYm5IDNtQjuJOGNPcy,metal,Emblas Saga,2020,56
album,Testament,28hJdGN1Awf7u3ifk2lVkg,metal,Titans of Creation,2020,57
album,Blind Guardian,7jxJ25p0pPjk0MStloN6o6,metal,Imaginations from the Other Side (Live),2020,52
album,Serj Tankian,0BEI7i5sgUuivcfwXLzFmM,metal,Fuktronic,2020,57
album,Asking Alexandria,1caBfBEapzw8z2Qz9q0OaQ,metal,Like A House On Fire,2020,63
album,Ramirez,3H6CaRooDAoCeRCpYwOXj2,metal,THA PLAYA$ MANUAL,2020,64
album,Lorna Shore,6vXYoy8ouRVib302zxaxFF,metal,Immortal,2020,62
album,Avatar,4jpaXieuls7LVzG1uma5Rs,metal,Hunter Gatherer,2020,58
album,KXLLSWXTCH,2VDZoCBGjxbHJbnzSX5nP6,metal,KILL!,2020,60
album,HammerFall,2o18h28enlHxj887tATc58,metal,Live! Against the World,2020,54
album,Amaranthe,2KaW48xlLnXC2v8tvyhWsa,metal,Manifest,2020,57
album,Our Last Night,00YTqRClk82aMchQQpYMd5,metal,Let Light Overcome The Darkness,2020,61
album,Mastodon,1Dvfqq39HxvCJ3GvfeIFuT,metal,Medium Rarities,2020,57
album,Theory of a Deadman,74eX4C98E4FCrAMl39qRsJ,metal,Say Nothing,2020,62
album,Lèpoka,1UM5OPJuE5dGDgyPSNSAqH,metal,El Baile de los Caídos,2020,40
